#,Geochemistry Reference,Province,Location,Sample Name,Rock Type,Latitude,Longitude,Age,Age reference,Sm (ppm),Nd (ppm),Rb (ppm),Sr (ppm),U (ppm),Pb (ppm),Th (ppm),143Nd/144Nd measured,87Sr/86Sr measured,206Pb/204Pb measured,207Pb/204Pb measured,208Pb/204Pb measured,147Sm/144Nd,143Nd/144Nd_i,87Rb/86Sr,87Sr/86Sr_i,238U/204Pb,235U/204Pb,232Th/204Pb,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i
66,[37],Heard Island,Big Ben Series,s 65104 ,Trachybasalt ,-53.12,73.5,1,[43],,,54.0,616.0,,,6.0,0.512483,0.706115,17.932,15.560,38.471,,,0.254,0.706111,,,,,,
69,[37][54][36],Heard Island,Big Ben Series,s 65151 ,Trachybasalt ,-53.12,73.5,1,[43],9.8,47.7,52.0,604.0,,,7.0,0.512508,0.705995,17.953,15.550,38.420,0.125,0.512507,0.249,0.705991,,,,,,
65,[37],Heard Island,Big Ben Series,s HE43 ,Trachyandesite ,-53.12,73.5,1,[43],,,63.0,772.0,,,,0.512520,0.705969,17.913,15.559,38.412,,,0.236,0.705966,,,,,,
64,[37],Heard Island,Big Ben Series,s 65030 ,Basalt ,-53.12,73.5,1,[43],,,40.0,543.0,,,5.0,0.512537,0.705814,17.958,15.568,38.473,,,0.213,0.705811,,,,,,
68,[37][54],Heard Island,Big Ben Series,s 65143 ,Basalt ,-53.12,73.5,1,[43],8.9,45.0,49.3,638.0,,,9.0,0.512549,0.705676,,,,0.119,0.512548,0.223,0.705673,,,,,,
63,[37],Heard Island,Big Ben Series,s 65082 ,Trachyandesite ,-53.12,73.5,1,[43],11.9,61.8,65.3,997.0,,,7.0,0.512569,0.705648,,,,0.116,0.512568,0.189,0.705645,,,,,,
62,[37],Heard Island,Big Ben Series,s 69287 ,"Basalt, Basanitic ",-53.12,73.5,1,[43],,,70.0,814.0,,,6.0,0.512527,0.705518,,,,,,0.249,0.705514,,,,,,
67,[37][54][36],Heard Island,Big Ben Series,s 65085 ,Basalt ,-53.12,73.5,1,[43],7.6,36.4,40.0,589.0,0.0,3.0,5.0,0.512604,0.705484,18.110,15.564,38.590,0.127,0.512603,0.196,0.705481,0.00,0.00,107.34,,,
71,[37][54],Heard Island,Big Ben Series,s H61 ,Basanite ,-53.12,73.5,1,[43],5.3,23.9,24.2,415.0,,,4.0,0.512648,0.705345,,,,0.134,0.512647,0.168,0.705343,,,,,,
61,[37],Heard Island,Big Ben Series,s HC27 ,Basalt ,-53.12,73.5,1,[43],,,43.0,600.0,,,,0.512592,0.705341,,,,,,0.207,0.705338,,,,,,
59,[37],Heard Island,Big Ben Series,s 65001 ,Basanite ,-53.12,73.5,1,[43],11.1,52.8,44.0,800.0,,,6.0,0.512630,0.705335,,,,0.127,0.512629,0.159,0.705333,,,,,,
60,[37],Heard Island,Big Ben Series,s 65183 ,"Basalt, Basanitic ",-53.12,73.5,1,[43],,,62.0,979.0,,,10.0,0.512642,0.705313,18.136,15.556,38.575,,,0.183,0.705310,,,,,,
58,[37],Heard Island,Big Ben Series,s 69289 ,Basanite ,-53.12,73.5,1,[43],,,39.0,607.0,,,3.0,0.512602,0.705313,,,,,,0.186,0.705310,,,,,,
70,[37][36],Heard Island,Big Ben Series,s H10 ,Basanite ,-53.12,73.5,1,[43],10.3,51.4,46.9,955.0,,,6.0,0.512618,0.705234,18.189,15.566,38.646,0.121,0.512617,0.142,0.705232,,,,,,
72,[37],Heard Island,Drygalski Formation,s 65069 ,Trachybasalt ,-53.12,73.33,1,[43],9.6,45.0,60.4,1234.0,,,6.0,0.512652,0.705473,,,,0.129,0.512651,0.142,0.705471,,,,,,
75,[68],Heard Island,Heard Island,s BM64992 ,"Basalt, Alkaline ",-53.12,73.33,1,[43],11.9,58.0,45.0,839.0,1.0,,5.3,,0.705750,17.993,15.559,38.511,0.109,,0.155,0.705748,,,,,,
74,[68],Heard Island,Heard Island,s BM64986 ,"Basalt, Alkaline ",-53.12,73.33,1,[43],10.7,54.0,57.0,845.0,1.2,,5.6,0.512582,0.705550,18.009,15.547,38.461,0.120,0.512581,0.195,0.705547,,,,,,
73,[68],Heard Island,Heard Island,"s BM1967,P9 ","Basalt, Alkaline ",-53.12,73.33,1,[43],8.9,45.0,34.0,635.0,0.8,,3.4,0.512597,0.705410,,,,0.120,0.512596,0.155,0.705408,,,,,,
78,[36],Heard Island,Laurens Peninsula Series,s 69244 ,Basanite ,-53.12,73.33,1,[43],,,,939.0,,,,0.512705,0.704862,18.776,15.588,39.170,,,0.000,0.704862,,,,,,
76,[37],Heard Island,Laurens Peninsula Series,s 69245 ,Basanite ,-53.12,73.33,1,[43],,,80.0,1013.0,,,11.0,0.512706,0.704859,,,,,,0.228,0.704856,,,,,,
77,[36],Heard Island,Laurens Peninsula Series,s 65054 ,Trachyandesite ,-53.12,73.33,1,[43],,,,1189.0,,,,0.512720,0.704804,18.656,15.577,38.980,,,0.000,0.704804,,,,,,
79,[37][54],Heard Island,Laurens Peninsula Series,s 65254 ,Basanite ,-53.12,73.33,1,[43],,,76.0,960.0,,,10.0,0.512729,0.704728,18.832,15.601,39.270,,,0.229,0.704725,,,,,,
80,[37][54][36][77],Heard Island,Mawson Peak,s 65171 ,Trachybasalt  / Basanite ,-53.12,73.5,1,[43],11.0,55.9,57.8,818.0,2.0,,9.0,0.512581,0.705321,18.211,15.567,38.508,0.119,0.512580,0.204,0.705318,,,,,,
87,[20],Kerguelen (Broken Ridge),"Central Broken Ridge, Dredge 10",s M-D10-1_LEACHED ,Basalt ,-31.23,93.7,95,[9],1.3,3.2,0.8,156.1,,0.3,,,,18.002,15.543,38.879,0.212,,0.014,,0.00,0.00,0.00,,,
88,[20],Kerguelen (Broken Ridge),"Central Broken Ridge, Dredge 10",s M-D-2_UNLEACHED ,Basalt ,-31.23,93.7,95,[9],3.5,12.0,7.5,190.7,,0.7,,,,18.249,15.498,38.398,0.155,,0.106,,0.00,0.00,0.00,,,
89,[20],Kerguelen (Broken Ridge),"Central Broken Ridge, Dredge 10",s M-D10-3  / s M-D10-3_UNLEACHED ,Basalt ,-31.23,93.7,95,[9],1.5,3.6,3.8,187.1,,0.1,1.7,,,18.473,15.614,39.223,0.216,,0.055,,0.00,0.00,0.00,,,
90,[20],Kerguelen (Broken Ridge),"Central Broken Ridge, Dredge 9",s M-D9-3_LEACHED ,Basalt ,-31.4,93.33,95,[9],1.8,5.3,3.0,237.1,,0.5,,,,18.128,15.513,38.453,0.181,,,,0.00,0.00,0.00,,,
91,[20],Kerguelen (Broken Ridge),"Eastern Broken Ridge, Dredge 8",s M-D8-1_LEACHED ,Basalt ,-32.4,98.33,95,[9],1.5,4.3,0.5,352.6,,,,,,17.982,15.625,39.059,0.189,,,,,,,,,
92,[20],Kerguelen (Broken Ridge),"Eastern Broken Ridge, Dredge 8",s D8-E-1A_UNLEACHED ,Basalt ,-32.4,98.33,95,[9],4.6,15.8,6.0,131.1,,2.9,,,,17.997,15.650,39.273,0.153,,,,0.00,0.00,0.00,,,
82,[21],Kerguelen (Broken Ridge),"ODP Leg 183, Site 1141","s 183-1141A-18R2,1 ","Basalt, Alkaline ",-32.2267,97.1283,95.2,[9],2.9,11.1,10.7,573.2,0.2,2.0,0.7,0.512646,0.705630,18.100,15.615,38.880,0.156,0.512549,0.054,0.705557,5.09,0.04,23.05,18.024,15.611,38.771
81,[21],Kerguelen (Broken Ridge),"ODP Leg 183, Site 1141","s 183-1141A-23R4,2 ","Basalt, Alkaline ",-32.2267,97.1283,95.2,[9],7.5,33.5,8.9,457.5,0.3,2.4,1.3,0.512629,0.705510,18.125,15.604,38.800,0.136,0.512544,0.056,0.705434,7.46,0.05,35.76,18.014,15.599,38.631
83,[21],Kerguelen (Broken Ridge),"ODP Leg 183, Site 1141","s 183-1141A-23R4,2_LEACHED ","Basalt, Alkaline ",-32.2267,97.1283,95.2,[9],2.4,8.6,9.4,497.2,0.3,2.5,0.9,0.512650,0.705490,18.100,15.592,38.716,0.171,0.512543,0.055,0.705416,6.50,0.05,24.27,18.003,15.587,38.601
84,[21],Kerguelen (Broken Ridge),"ODP Leg 183, Site 1141","s 183-1141A-13R1,1_LEACHED ","Basalt, Alkaline ",-32.2267,97.1283,95.2,[9],1.4,4.7,14.4,463.4,0.0,1.1,0.2,0.512656,0.705450,18.092,15.598,38.732,0.184,0.512541,0.090,0.705328,2.62,0.02,9.02,18.053,15.596,38.689
85,[21],Kerguelen (Broken Ridge),"ODP Leg 183, Site 1141","s 183-1141A-23R4,2_LEACHED ","Basalt, Alkaline ",-32.2267,97.1283,95.2,[9],,,,,,2.5,,,,18.100,15.591,38.709,,,,,0.00,0.00,0.00,,,
86,[21],Kerguelen (Broken Ridge),"ODP Leg 183, Site 1141","s 183-1141A-18R2,1 ","Basalt, Alkaline ",-32.2267,97.1283,95.2,[9],,,,,,,,,,18.101,15.616,38.873,,,,,,,,,,
93,[21],Kerguelen (Broken Ridge),"ODP Leg 183, Site 1142","s 183-1142A2R1,2A ","Basalt, Alkaline ",-32.2317,97.125,94.5,[9],7.5,33.5,5.6,439.0,0.2,2.3,1.3,0.512620,0.705480,18.104,15.596,38.780,0.136,0.512536,0.037,0.705430,6.56,0.05,36.96,18.007,15.591,38.607
94,[21],Kerguelen (Broken Ridge),"ODP Leg 183, Site 1142","s 183-1142A2R1,2A_LEACHED ","Basalt, Alkaline ",-32.2317,97.125,94.5,[9],2.4,8.1,5.2,482.3,0.1,1.1,0.0,0.512647,0.705450,18.085,15.590,38.722,0.182,0.512535,0.031,0.705408,4.51,0.03,1.89,18.018,15.587,38.713
95,[21],Kerguelen (Broken Ridge),"ODP Leg 183, Site 1142","s 183-1142A9R3,91-94_LEACHED ","Basalt, Alkaline ",-32.2317,97.125,94.5,[9],2.4,7.5,15.2,163.5,0.4,4.1,2.0,0.512675,0.705910,17.998,15.625,38.970,0.193,0.512556,0.269,,6.03,0.04,32.00,17.909,15.621,38.820
204,[8],Kerguelen Archipelago,Armor,s AG99-125 ,"Basalt, Transitional ",-49.35,69.89,25,[70],4.2,17.0,11.1,289.0,0.3,1.0,1.6,0.512646,0.705216,18.314,15.529,38.793,0.149,0.512622,0.111,0.705177,18.79,0.14,103.57,18.241,15.525,38.665
205,[8],Kerguelen Archipelago,Armor,s AG99-126 ,Picrite ,-49.35,69.89,25,[70],3.5,15.1,12.3,246.0,0.3,1.0,1.4,0.512630,0.705222,18.289,15.531,38.767,0.140,0.512607,0.145,0.705171,18.78,0.14,90.56,18.216,15.527,38.655
203,[8],Kerguelen Archipelago,Armor,s AG99-41 ,"Basalt, Alkaline ",-49.48,69.67,25,[70],6.1,30.7,26.6,597.0,0.9,2.0,3.8,0.512634,0.705214,18.427,15.551,38.994,0.120,0.512614,0.129,0.705168,28.32,0.21,123.55,18.317,15.546,38.841
305,[8],Kerguelen Archipelago,Aubert de La Rue,s AG99-38 ,"Basalt, Alkaline ",-49.9,69.64,1,[74],7.6,38.9,36.3,890.0,1.0,3.0,4.2,0.512581,0.705307,18.409,15.536,38.944,0.119,0.512580,0.118,0.705305,20.32,0.15,90.28,18.406,15.536,38.940
304,[8],Kerguelen Archipelago,Aubert de La Rue,s AG99-37 ,"Basalt, Alkaline ",-49.9,69.64,1,[74],7.1,34.2,39.2,732.0,0.9,2.0,3.6,0.512586,0.705247,18.439,15.549,39.034,0.126,0.512585,0.155,0.705245,28.34,0.21,117.12,18.435,15.548,39.028
302,[8],Kerguelen Archipelago,Aubert de La Rue,s AG99-35 ,"Basalt, Alkaline ",-49.9,69.64,1,[74],7.6,37.4,17.3,602.0,1.0,3.0,4.7,0.512588,0.705243,18.358,15.547,38.860,0.123,0.512587,0.083,0.705242,20.92,0.15,101.59,18.355,15.547,38.855
303,[8],Kerguelen Archipelago,Aubert de La Rue,s AG99-36 ,Picrite ,-49.9,69.64,1,[74],4.0,18.7,17.3,528.0,0.5,2.0,1.9,0.512605,0.705232,18.404,15.535,38.985,0.129,0.512604,0.095,0.705231,15.72,0.12,61.73,18.402,15.535,38.982
301,[8],Kerguelen Archipelago,Aubert de La Rue,s AG99-34 ,Picrite ,-49.9,69.64,1,[74],4.1,18.4,15.3,249.0,0.4,2.0,1.9,0.512606,0.705217,18.483,15.546,39.104,0.135,0.512605,0.178,0.705214,12.61,0.09,61.91,18.481,15.546,39.101
206,[50],Kerguelen Archipelago,Courbet Peninsula,s 77-128 ,"Basalt, Alkaline ",-48.55,68.5,25,[70],5.7,24.9,23.0,460.0,,,3.4,0.512620,0.705090,,,,0.138,0.512597,0.145,0.705039,,,,,,
96,[76],Kerguelen Archipelago,Foch,s KG2-1 ,Basalt ,-48.55,68.5,29,[70],,,,,,,,0.512878,0.703880,,,,,,,,,,,,,
97,[76],Kerguelen Archipelago,Foch,s KG5-3 ,Basalt ,-48.55,68.5,29,[70],,,,,,,,0.512631,0.705320,,,,,,,,,,,,,
98,[65][76],Kerguelen Archipelago,Foch,s KG6-2 ,Basalt ,-48.55,68.5,29,[70],,,,,,,,0.512907,0.703980,18.399,15.524,38.473,,,,,,,,,,
99,[76],Kerguelen Archipelago,Foch Island,s KG5-3 ,Basalt ,-48.55,68.5,29,[70],,,,,,,,0.512641,0.705300,,,,,,,,,,,,,
207,[74],Kerguelen Archipelago,Gaby Island,s LVLK130 ,"Basalt, Alkaline ",-48.55,68.5,25,[70],6.7,30.5,26.0,504.0,0.9,2.3,3.6,0.512750,0.704970,18.607,15.579,39.212,0.132,0.512728,0.149,0.704917,24.77,0.18,102.93,18.511,15.574,39.085
287,[50][64],Kerguelen Archipelago,Ile de L'Ouest,s 80-71 ,"Basalt, Alkaline  / Basalt ",-48.55,68.5,15,[75],10.1,58.0,74.0,696.0,1.9,8.1,8.8,0.512500,0.705640,18.234,15.545,38.978,0.105,0.512490,0.308,0.705574,14.87,0.11,70.60,18.199,15.543,38.926
286,[50][64],Kerguelen Archipelago,Ile de L'Ouest,s 80-135 ,"Basalt, Alkaline  / Basalt ",-48.55,68.5,15,[75],6.9,38.7,33.0,686.0,1.0,3.6,4.6,0.512540,0.705380,18.334,15.552,38.807,0.108,0.512529,0.139,0.705350,17.41,0.13,82.23,18.293,15.550,38.746
209,[74],Kerguelen Archipelago,Jeanne D'Arc Peninsula,s LVLK123 ,"Basalt, Alkaline  / Basalt ",-48.55,68.5,25,[70],6.6,29.2,21.0,407.0,0.8,2.4,3.7,0.512620,0.705260,18.379,15.559,39.030,0.137,0.512598,0.149,0.705207,20.97,0.15,99.43,18.297,15.555,38.907
208,[74],Kerguelen Archipelago,Jeanne D'Arc Peninsula,s LVLK108 ,"Basalt, Alkaline ",-48.55,68.5,25,[70],7.0,31.5,32.0,419.0,0.9,2.7,4.2,0.512700,0.705180,18.543,15.566,39.116,0.135,0.512678,0.221,0.705102,21.05,0.15,100.29,18.461,15.562,38.992
210,[50],Kerguelen Archipelago,Jeanne D'Arc Peninsula,s K47 ,"Basalt, Alkaline ",-48.55,68.5,25,[70],4.8,23.5,19.0,499.0,,,2.9,0.512590,0.705030,,,,0.123,0.512570,0.110,0.704991,,,,,,
223,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 2618 ,Gabbro ,-48.55,68.5,25,[70],,,50.0,728.0,,,,0.512499,0.707710,,,,,,0.199,0.707639,,,,,,
297,[68],Kerguelen Archipelago,Kerguelen Archipelago,s BM64852 ,"Basalt, Alkaline ",-48.55,68.5,10,[74],6.1,34.0,38.0,449.0,,,4.3,0.512507,0.705980,,,,0.108,0.512500,0.245,0.705945,,,,,,
221,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 2625 ,Gabbro ,-48.55,68.5,25,[70],,,38.0,820.0,,,,0.512461,0.705860,,,,,,0.134,0.705812,,,,,,
220,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 2621 ,Gabbro ,-48.55,68.5,25,[70],6.5,28.4,23.0,1187.0,,,,0.512479,0.705770,,,,0.138,0.512456,0.056,0.705750,,,,,,
307,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 3312 ,"Basalt, Alkaline ",-48.55,68.5,0.8,[40],7.9,38.6,31.0,474.0,,,,0.512346,0.705740,18.276,15.489,38.681,0.124,0.512345,0.189,0.705738,,,,,,
296,[68],Kerguelen Archipelago,Kerguelen Archipelago,s BM75190 ,"Basalt, Alkaline ",-48.55,68.5,10,[74],5.5,32.0,48.0,501.0,0.7,,4.2,0.512498,0.705680,18.060,15.537,38.884,0.104,0.512491,0.277,0.705641,,,,,,
224,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 2623 ,Gabbro ,-48.55,68.5,25,[70],,,28.0,1090.0,,,,0.512448,0.705630,18.117,15.506,38.722,,,0.074,0.705604,,,,,,
226,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 3310 ,"Gabbro  / Gabbro, Nepheline ",-48.55,68.5,25,[70],,,25.0,666.0,,,,0.512562,0.705530,18.433,15.514,38.918,,,0.109,0.705491,,,,,,
222,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 2608 ,Gabbro ,-48.55,68.5,25,[70],,,71.0,783.0,,,,0.512549,0.705580,18.306,15.512,38.687,,,0.262,0.705487,,,,,,
228,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 3319 ,"Basalt, Alkaline ",-48.55,68.5,25,[70],9.7,42.8,17.0,369.0,,,,0.512447,0.705510,18.155,15.488,38.647,0.137,0.512425,0.133,0.705463,,,,,,
308,[75],Kerguelen Archipelago,Kerguelen Archipelago,s 80.25 ,"Gabbro, Biotite ",-48.55,68.5,0,-,,,37.7,1066.0,1.0,3.2,,0.512520,0.705440,18.373,15.564,38.910,,,0.102,0.705440,19.63,0.14,0.00,,,
310,[75],Kerguelen Archipelago,Kerguelen Archipelago,s 77.103C ,"Gabbro, Clinopyroxene-Olivine ",-48.55,68.5,0,-,,,7.3,522.0,0.2,1.8,,0.512610,0.705380,18.354,15.580,38.912,,,0.040,0.705380,6.63,0.05,0.00,,,
295,[68],Kerguelen Archipelago,Kerguelen Archipelago,"s BM1967,P8(5) ","Basalt, Alkaline ",-48.55,68.5,10,[74],9.1,54.0,62.0,706.0,,,6.1,0.512541,0.705410,18.086,15.532,38.710,0.102,0.512534,0.254,0.705374,,,,,,
225,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 3308 ,"Basalt  / Basalt, Nepheline ",-48.55,68.5,25,[70],8.2,43.3,61.0,824.0,,,,0.512543,0.705280,17.991,15.545,38.247,0.114,0.512524,0.214,0.705204,,,,,,
216,[8],Kerguelen Archipelago,Kerguelen Archipelago,s AG99-123 ,Picrite ,-49.35,69.89,25,[70],3.9,16.1,12.0,265.0,0.3,2.0,1.5,0.512655,0.705213,18.331,15.531,38.801,0.146,0.512631,0.131,0.705166,9.40,0.07,48.56,18.294,15.529,38.740
309,[75],Kerguelen Archipelago,Kerguelen Archipelago,s 77.25 ,Gabbro ,-48.55,68.5,0,-,,,33.9,755.0,1.0,3.5,,0.512630,0.705140,18.496,15.546,39.042,,,0.130,0.705140,17.67,0.13,0.00,,,
311,[75],Kerguelen Archipelago,Kerguelen Archipelago,s 81.85 ,"Gabbro, Biotite ",-48.55,68.5,0,-,,,68.0,821.0,1.5,4.5,,0.512570,0.705120,18.317,15.530,38.806,,,0.240,0.705120,20.88,0.15,0.00,,,
227,[40][39],Kerguelen Archipelago,Kerguelen Archipelago,s 3317 ,Basalt ,-48.55,68.5,25,[70],,,21.0,540.0,,,,0.512551,0.705150,18.158,15.468,38.520,,,0.112,0.705110,,,,,,
168,[49],Kerguelen Archipelago,Kerguelen Archipelago,s MM94-401 ,Basalt ,-48.55,68.5,26,[70],,,12.0,824.0,,0.0,,0.512648,0.705122,,,,,,0.042,0.705106,,,,,,
217,[8],Kerguelen Archipelago,Kerguelen Archipelago,s AG99-122 ,"Basalt, Transitional ",-49.35,69.89,25,[70],5.2,23.2,20.9,359.0,0.6,2.0,2.4,0.512628,0.705124,18.462,15.548,39.051,0.136,0.512606,0.168,0.705064,18.90,0.14,78.12,18.388,15.545,38.954
218,[8],Kerguelen Archipelago,Kerguelen Archipelago,s AG99-124 ,"Basalt, Alkaline ",-49.35,69.89,25,[70],7.3,35.7,26.3,549.0,0.9,2.0,4.2,0.512656,0.705090,18.677,15.569,39.266,0.124,0.512636,0.139,0.705041,28.52,0.21,137.55,18.566,15.564,39.096
167,[63],Kerguelen Archipelago,Kerguelen Archipelago,s KG11-1 ,Basalt ,-48.55,68.5,26,[70],,,,,,,,0.512670,0.705260,18.452,15.549,39.058,,,,,,,,,,
211,[76],Kerguelen Archipelago,Kerguelen Archipelago,s KG8-4 ,Basalt ,-48.55,68.5,25,[70],,,,,,,,0.512645,0.705310,,,,,,,,,,,,,
212,[76],Kerguelen Archipelago,Kerguelen Archipelago,s KG14-3 ,Basalt ,-48.55,68.5,25,[70],,,,,,,,0.512631,0.705320,,,,,,,,,,,,,
213,[76],Kerguelen Archipelago,Kerguelen Archipelago,s I75 ,Basalt ,-48.55,68.5,25,[70],,,,,,,,0.512685,0.705380,,,,,,,,,,,,,
214,[76],Kerguelen Archipelago,Kerguelen Archipelago,s I380 ,Basalt ,-48.55,68.5,25,[70],,,,,,,,0.512657,0.705310,,,,,,,,,,,,,
215,[76],Kerguelen Archipelago,Kerguelen Archipelago,s I381 ,Basalt ,-48.55,68.5,25,[70],,,,,,,,0.512671,0.705210,,,,,,,,,,,,,
219,[8],Kerguelen Archipelago,Kerguelen Archipelago,s AG99-121 ,"Basalt, Transitional ",-49.35,69.89,25,[70],,,,,,,,0.512611,,18.460,15.545,39.043,,,,,,,,,,
229,[40][39],Kerguelen Archipelago,Kerguelen Island,s 2682 ,Gabbro  / Syenite ,-48.55,68.5,25,[70],,,135.6,1.9,2.2,9.8,,0.512546,0.730700,18.692,15.579,39.522,,,,,14.00,0.10,0.00,18.637,15.576,39.522
100,[50][64],Kerguelen Archipelago,Loranchet Peninsula,s 81-18 ,"Basalt, Transitional  / Basalt ",-48.55,68.5,29,[70],4.5,19.5,9.0,406.0,0.4,1.6,1.9,0.512660,0.704710,18.504,15.550,38.957,0.140,0.512633,0.064,0.704684,15.74,0.12,77.66,18.433,15.547,38.845
101,[50][64],Kerguelen Archipelago,Loranchet Peninsula,s 81-19 ,"Basalt, Transitional  / Basalt ",-48.55,68.5,29,[70],6.3,26.1,10.0,403.0,1.1,4.7,2.6,0.512740,0.704300,18.302,15.558,38.391,0.145,0.512712,0.072,0.704270,14.58,0.11,35.62,18.236,15.555,38.340
102,[79],Kerguelen Archipelago,Mont Bureau,s GM92-58 ,"Basalt, Transitional ",-48.55,68.5,29,[70],7.7,35.4,8.0,339.0,0.4,1.6,2.9,0.512593,0.705507,18.283,15.536,38.970,0.131,0.512568,0.068,0.705479,14.52,0.11,119.19,18.217,15.533,38.799
104,[79],Kerguelen Archipelago,Mont Bureau,s GM92-56 ,"Basalt, Transitional ",-48.55,68.5,29,[70],7.2,32.9,8.0,343.0,0.4,1.8,3.1,0.512539,0.705416,18.338,15.546,39.020,0.132,0.512514,0.067,0.705388,14.73,0.11,115.82,18.271,15.543,38.854
106,[79],Kerguelen Archipelago,Mont Bureau,s GM92-54 ,"Basalt, Transitional ",-48.55,68.5,29,[70],7.2,31.3,16.7,331.0,0.1,0.4,2.6,0.512598,0.705282,18.372,15.541,38.980,0.138,0.512572,0.146,0.705222,22.09,0.16,461.71,18.272,15.536,38.317
110,[79],Kerguelen Archipelago,Mont Bureau,s GM92-45 ,"Basalt, Transitional ",-48.55,68.5,29,[70],9.0,40.0,22.8,360.0,0.6,2.4,3.3,0.512619,0.705203,18.205,15.527,38.810,0.136,0.512593,0.183,0.705128,14.60,0.11,88.62,18.139,15.524,38.683
112,[79],Kerguelen Archipelago,Mont Bureau,s GM92-33 ,"Basalt, Transitional ",-48.55,68.5,29,[70],7.0,32.1,19.7,351.0,0.4,1.8,2.0,0.512631,0.705191,18.131,15.510,38.660,0.132,0.512606,0.162,0.705124,12.47,0.09,71.24,18.075,15.507,38.558
111,[79],Kerguelen Archipelago,Mont Bureau,s GM92-43 ,"Basalt, Transitional ",-48.55,68.5,29,[70],7.9,36.1,6.4,382.0,0.1,0.9,3.3,0.512596,0.705037,18.353,15.542,38.950,0.132,0.512571,0.048,0.705017,10.11,0.07,244.73,18.307,15.540,38.599
107,[79],Kerguelen Archipelago,Mont Bureau,s GM92-53 ,Ankaramite ,-48.55,68.5,29,[70],7.7,33.1,35.2,557.0,0.3,1.0,4.0,0.512659,0.704911,18.397,15.590,38.930,0.140,0.512632,0.183,0.704836,20.52,0.15,273.59,18.304,15.586,38.537
